Rank,Name,Count,Sex,Year
7,alexander,2415,Male,2012
8,anthony,2412,Male,2012
9,nathan,2230,Male,2012
10,david,2147,Male,2012
11,andrew,2138,Male,2012
12,michael,1988,Male,2012
13,aiden,1982,Male,2012
14,angel,1946,Male,2012
15,isaac,1859,Male,2012
16,julian,1844,Male,2012
17,mason,1825,Male,2012
18,adrian,1787,Male,2012
19,jonathan,1728,Male,2012
20,christopher,1716,Male,2012
21,joshua,1715,Male,2012
22,benjamin,1671,Male,2012
23,joseph,1635,Male,2012
24,liam,1608,Male,2012
25,jose,1571,Male,2012
1,jacob,3153,Male,2011
2,daniel,2885,Male,2011
3,jayden,2744,Male,2011
4,anthony,2677,Male,2011
5,matthew,2459,Male,2011
6,alexander,2454,Male,2011
7,ethan,2384,Male,2011
8,david,2293,Male,2011
9,andrew,2278,Male,2011
10,nathan,2242,Male,2011
11,noah,2215,Male,2011
12,angel,2161,Male,2011
13,michael,2095,Male,2011
14,julian,1933,Male,2011
15,joshua,1906,Male,2011
16,aiden,1903,Male,2011
17,jonathan,1869,Male,2011
18,isaac,1863,Male,2011
19,mason,1830,Male,2011
20,adrian,1810,Male,2011
21,christopher,1773,Male,2011
22,joseph,1759,Male,2011
23,jose,1671,Male,2011
24,benjamin,1587,Male,2011
25,aaron,1530,Male,2011
1,jacob,3335,Male,2010
2,daniel,3132,Male,2010
3,anthony,2850,Male,2010
4,alexander,2593,Male,2010
5,angel,2553,Male,2010
6,ethan,2457,Male,2010
7,jayden,2431,Male,2010
8,david,2412,Male,2010
9,andrew,2372,Male,2010
10,nathan,2262,Male,2010
11,matthew,2216,Male,2010
12,joshua,2121,Male,2010
13,noah,2114,Male,2010
14,michael,2088,Male,2010
15,christopher,2027,Male,2010
16,jonathan,1987,Male,2010
17,adrian,1964,Male,2010
18,jose,1936,Male,2010
19,aiden,1935,Male,2010
20,julian,1904,Male,2010
21,joseph,1853,Male,2010
22,isaac,1765,Male,2010
23,gabriel,1635,Male,2010
24,christian,1594,Male,2010
25,brandon,1562,Male,2010
1,daniel,3390,Male,2009
2,anthony,3077,Male,2009
3,angel,3034,Male,2009
4,jacob,2954,Male,2009
5,alexander,2875,Male,2009
6,ethan,2667,Male,2009
7,david,2625,Male,2009
8,andrew,2580,Male,2009
9,matthew,2420,Male,2009
10,joshua,2407,Male,2009
11,christopher,2386,Male,2009
12,michael,2338,Male,2009
13,nathan,2334,Male,2009
14,jayden,2262,Male,2009
15,jose,2177,Male,2009
16,adrian,2099,Male,2009
17,joseph,2091,Male,2009
18,jonathan,2057,Male,2009
19,noah,2050,Male,2009
20,isaac,1855,Male,2009
21,aiden,1803,Male,2009
22,christian,1762,Male,2009
23,julian,1759,Male,2009
24,diego,1749,Male,2009
25,brandon,1720,Male,2009
1,daniel,3734,Male,2008
2,anthony,3624,Male,2008
3,angel,3194,Male,2008
4,jacob,3016,Male,2008
5,david,2908,Male,2008
6,alexander,2865,Male,2008
7,andrew,2829,Male,2008
8,joshua,2745,Male,2008
9,christopher,2607,Male,2008
10,jose,2574,Male,2008
11,matthew,2535,Male,2008
12,ethan,2518,Male,2008
13,nathan,2516,Male,2008
14,michael,2505,Male,2008
15,jonathan,2306,Male,2008
16,joseph,2208,Male,2008
17,diego,2146,Male,2008
18,adrian,2140,Male,2008
19,jayden,2050,Male,2008
20,brandon,2013,Male,2008
21,isaac,1964,Male,2008
22,noah,1933,Male,2008
23,kevin,1915,Male,2008
24,christian,1882,Male,2008
25,ryan,1831,Male,2008
1,daniel,3848,Male,2007
2,anthony,3773,Male,2007
3,angel,3539,Male,2007
4,david,3111,Male,2007
5,jacob,3108,Male,2007
6,andrew,3015,Male,2007
7,christopher,2978,Male,2007
8,joshua,2870,Male,2007
9,jose,2853,Male,2007
10,diego,2620,Male,2007
11,alexander,2599,Male,2007
12,matthew,2574,Male,2007
13,michael,2548,Male,2007
14,ethan,2511,Male,2007
15,jonathan,2493,Male,2007
16,nathan,2452,Male,2007
17,joseph,2292,Male,2007
18,adrian,2150,Male,2007
19,brandon,2146,Male,2007
20,kevin,2084,Male,2007
21,christian,2059,Male,2007
22,luis,2011,Male,2007
23,ryan,1974,Male,2007
24,isaac,1973,Male,2007
25,noah,1936,Male,2007
1,daniel,3810,Male,2006
2,anthony,3770,Male,2006
3,angel,3720,Male,2006
4,jacob,3190,Male,2006
5,david,3135,Male,2006
6,andrew,3120,Male,2006
7,jose,3112,Male,2006
8,joshua,3009,Male,2006
9,christopher,2869,Male,2006
10,diego,2748,Male,2006
11,matthew,2739,Male,2006
12,michael,2718,Male,2006
13,jonathan,2625,Male,2006
14,alexander,2487,Male,2006
15,nathan,2444,Male,2006
16,ethan,2391,Male,2006
17,joseph,2359,Male,2006
18,christian,2196,Male,2006
19,adrian,2108,Male,2006
20,juan,2080,Male,2006
21,luis,2077,Male,2006
22,brandon,2068,Male,2006
23,ryan,2049,Male,2006
24,kevin,2046,Male,2006
25,jesus,1950,Male,2006
1,daniel,3902,Male,2005
2,anthony,3721,Male,2005
3,angel,3551,Male,2005
4,david,3253,Male,2005
5,joshua,3209,Male,2005
6,jose,3203,Male,2005
7,andrew,3139,Male,2005
8,jacob,3097,Male,2005
9,matthew,2850,Male,2005
10,michael,2742,Male,2005
11,jonathan,2635,Male,2005
12,christopher,2589,Male,2005
13,joseph,2534,Male,2005
14,alexander,2448,Male,2005
15,nathan,2401,Male,2005
16,ethan,2361,Male,2005
17,ryan,2331,Male,2005
18,diego,2307,Male,2005
19,juan,2219,Male,2005
20,kevin,2195,Male,2005
21,brandon,2115,Male,2005
22,christian,2014,Male,2005
23,luis,2003,Male,2005
24,jesus,1968,Male,2005
25,gabriel,1950,Male,2005
1,daniel,4162,Male,2004
2,anthony,3799,Male,2004
3,andrew,3471,Male,2004
4,jose,3391,Male,2004
5,jacob,3330,Male,2004
6,joshua,3292,Male,2004
7,david,3248,Male,2004
8,angel,3241,Male,2004
9,matthew,2855,Male,2004
10,michael,2847,Male,2004
11,christopher,2758,Male,2004
12,jonathan,2546,Male,2004
13,ryan,2509,Male,2004
14,alexander,2446,Male,2004
15,joseph,2429,Male,2004
16,ethan,2365,Male,2004
17,nathan,2305,Male,2004
18,brandon,2207,Male,2004
19,kevin,2136,Male,2004
20,juan,2111,Male,2004
21,christian,2030,Male,2004
22,jesus,2016,Male,2004
23,nicholas,1998,Male,2004
24,diego,1983,Male,2004
25,luis,1961,Male,2004
1,daniel,4017,Male,2003
2,anthony,3918,Male,2003
3,andrew,3443,Male,2003
4,jose,3363,Male,2003
5,jacob,3347,Male,2003
6,david,3344,Male,2003
7,angel,3241,Male,2003
8,joshua,3202,Male,2003
9,michael,3087,Male,2003
10,matthew,2967,Male,2003
11,christopher,2785,Male,2003
12,joseph,2704,Male,2003
13,jonathan,2697,Male,2003
14,ryan,2560,Male,2003
15,alexander,2365,Male,2003
16,brandon,2361,Male,2003
17,kevin,2265,Male,2003
18,ethan,2228,Male,2003
19,nathan,2113,Male,2003
20,juan,2072,Male,2003
21,luis,2063,Male,2003
22,christian,2060,Male,2003
23,nicholas,2003,Male,2003
24,gabriel,1967,Male,2003
25,jesus,1891,Male,2003
1,daniel,4101,Male,2002
2,anthony,3755,Male,2002
3,jose,3546,Male,2002
4,andrew,3523,Male,2002
5,jacob,3358,Male,2002
6,joshua,3348,Male,2002
7,michael,3205,Male,2002
8,david,3173,Male,2002
9,matthew,3071,Male,2002
10,angel,2912,Male,2002
11,christopher,2886,Male,2002
12,jonathan,2719,Male,2002
13,joseph,2676,Male,2002
14,alexander,2382,Male,2002
15,kevin,2344,Male,2002
16,ryan,2281,Male,2002
17,brandon,2257,Male,2002
17,christian,2257,Male,2002
19,ethan,2252,Male,2002
20,nicholas,2190,Male,2002
21,juan,2047,Male,2002
22,luis,1984,Male,2002
23,jesus,1976,Male,2002
24,nathan,1934,Male,2002
25,justin,1926,Male,2002
1,daniel,4142,Male,2001
2,anthony,3801,Male,2001
3,andrew,3420,Male,2001
4,jose,3419,Male,2001
5,jacob,3363,Male,2001
6,david,3323,Male,2001
7,michael,3266,Male,2001
8,joshua,3196,Male,2001
9,matthew,3069,Male,2001
10,christopher,3006,Male,2001
11,jonathan,2853,Male,2001
12,joseph,2708,Male,2001
13,angel,2492,Male,2001
14,kevin,2391,Male,2001
15,christian,2324,Male,2001
16,nicholas,2309,Male,2001
17,ryan,2308,Male,2001
18,brandon,2265,Male,2001
19,luis,2136,Male,2001
20,jesus,2082,Male,2001
21,alexander,2065,Male,2001
22,justin,2005,Male,2001
23,juan,1983,Male,2001
24,carlos,1916,Male,2001
25,gabriel,1758,Male,2001
1,daniel,4323,Male,2000
2,anthony,3823,Male,2000
3,jose,3773,Male,2000
4,andrew,3572,Male,2000
5,michael,3538,Male,2000
6,jacob,3501,Male,2000
7,joshua,3338,Male,2000
8,christopher,3311,Male,2000
9,david,3263,Male,2000
10,matthew,3238,Male,2000
11,jonathan,2979,Male,2000
12,joseph,2742,Male,2000
13,brandon,2614,Male,2000
14,nicholas,2569,Male,2000
15,ryan,2549,Male,2000
16,christian,2437,Male,2000
17,angel,2353,Male,2000
18,kevin,2351,Male,2000
19,luis,2285,Male,2000
20,juan,2215,Male,2000
21,alexander,2173,Male,2000
22,justin,2156,Male,2000
23,jesus,1889,Male,2000
24,carlos,1773,Male,2000
25,brian,1738,Male,2000
1,daniel,4328,Male,1999
2,jose,3836,Male,1999
3,anthony,3786,Male,1999
4,michael,3721,Male,1999
5,andrew,3577,Male,1999
6,david,3459,Male,1999
7,jacob,3445,Male,1999
8,matthew,3285,Male,1999
9,christopher,3237,Male,1999
10,joshua,3117,Male,1999
11,jonathan,3004,Male,1999
12,joseph,2798,Male,1999
13,nicholas,2517,Male,1999
14,ryan,2501,Male,1999
15,brandon,2475,Male,1999
16,juan,2328,Male,1999
17,christian,2314,Male,1999
18,kevin,2302,Male,1999
19,luis,2271,Male,1999
20,alexander,2226,Male,1999
21,justin,2219,Male,1999
22,angel,2038,Male,1999
23,jesus,1995,Male,1999
24,carlos,1967,Male,1999
25,john,1743,Male,1999
1,daniel,4311,Male,1998
2,jose,4265,Male,1998
3,michael,4118,Male,1998
4,anthony,3864,Male,1998
5,jacob,3548,Male,1998
6,david,3449,Male,1998
7,andrew,3430,Male,1998
8,matthew,3413,Male,1998
9,christopher,3386,Male,1998
10,joshua,3230,Male,1998
11,jonathan,3070,Male,1998
12,joseph,2938,Male,1998
13,nicholas,2744,Male,1998
14,brandon,2727,Male,1998
15,ryan,2423,Male,1998
16,christian,2353,Male,1998
17,juan,2349,Male,1998
18,luis,2299,Male,1998
19,alexander,2228,Male,1998
20,kevin,2219,Male,1998
21,justin,2084,Male,1998
22,angel,1946,Male,1998
23,jesus,1918,Male,1998
24,tyler,1814,Male,1998
25,robert,1781,Male,1998
1,daniel,4393,Male,1997
2,michael,4244,Male,1997
3,jose,4110,Male,1997
4,anthony,3854,Male,1997
5,christopher,3680,Male,1997
6,david,3669,Male,1997
7,andrew,3527,Male,1997
8,jacob,3206,Male,1997
9,matthew,3198,Male,1997
10,jonathan,3178,Male,1997
11,joshua,3071,Male,1997
12,joseph,2851,Male,1997
13,brandon,2818,Male,1997
14,nicholas,2610,Male,1997
15,christian,2576,Male,1997
16,kevin,2544,Male,1997
17,luis,2462,Male,1997
18,ryan,2344,Male,1997
19,juan,2324,Male,1997
20,alexander,2162,Male,1997
21,justin,2139,Male,1997
22,jesus,2006,Male,1997
23,austin,1935,Male,1997
24,tyler,1861,Male,1997
25,john,1810,Male,1997
1,daniel,4623,Male,1996
2,jose,4546,Male,1996
3,michael,4292,Male,1996
4,david,3951,Male,1996
5,christopher,3896,Male,1996
6,anthony,3845,Male,1996
7,andrew,3540,Male,1996
8,jonathan,3319,Male,1996
9,matthew,3309,Male,1996
10,joshua,3308,Male,1996
11,joseph,3009,Male,1996
12,christian,2977,Male,1996
13,jacob,2976,Male,1996
14,nicholas,2829,Male,1996
15,brandon,2818,Male,1996
16,kevin,2815,Male,1996
17,juan,2508,Male,1996
18,ryan,2458,Male,1996
19,alexander,2258,Male,1996
20,justin,2253,Male,1996
21,luis,2237,Male,1996
22,austin,2096,Male,1996
23,tyler,2072,Male,1996
24,robert,2032,Male,1996
25,jesus,2006,Male,1996
1,daniel,4936,Male,1995
2,michael,4674,Male,1995
3,jose,4494,Male,1995
4,christopher,4013,Male,1995
5,david,3956,Male,1995
6,anthony,3901,Male,1995
7,andrew,3609,Male,1995
8,matthew,3502,Male,1995
9,joshua,3449,Male,1995
10,jonathan,3220,Male,1995
11,jacob,3106,Male,1995
12,joseph,3092,Male,1995
13,kevin,3079,Male,1995
14,nicholas,2963,Male,1995
15,brandon,2779,Male,1995
16,christian,2761,Male,1995
17,ryan,2669,Male,1995
18,juan,2468,Male,1995
19,alexander,2453,Male,1995
20,justin,2424,Male,1995
21,tyler,2385,Male,1995
22,robert,2213,Male,1995
23,luis,2174,Male,1995
24,austin,2145,Male,1995
25,jesus,2065,Male,1995
1,daniel,5044,Male,1994
2,michael,4998,Male,1994
3,jose,4717,Male,1994
4,christopher,4172,Male,1994
5,david,4005,Male,1994
6,anthony,3856,Male,1994
7,andrew,3756,Male,1994
8,matthew,3521,Male,1994
9,joshua,3509,Male,1994
10,kevin,3342,Male,1994
11,jonathan,3308,Male,1994
12,brandon,3258,Male,1994
13,joseph,3026,Male,1994
14,jacob,2909,Male,1994
15,ryan,2860,Male,1994
16,nicholas,2831,Male,1994
17,juan,2656,Male,1994
18,alexander,2552,Male,1994
19,christian,2542,Male,1994
20,tyler,2432,Male,1994
21,robert,2420,Male,1994
22,luis,2364,Male,1994
23,john,2301,Male,1994
24,james,2244,Male,1994
25,justin,2229,Male,1994
1,michael,5692,Male,1993
2,daniel,5190,Male,1993
3,jose,4924,Male,1993
4,christopher,4600,Male,1993
5,david,4337,Male,1993
6,andrew,3911,Male,1993
7,anthony,3821,Male,1993
8,matthew,3743,Male,1993
9,joshua,3683,Male,1993
10,kevin,3570,Male,1993
11,jonathan,3507,Male,1993
12,ryan,3128,Male,1993
13,nicholas,3096,Male,1993
14,joseph,3091,Male,1993
15,brandon,3013,Male,1993
16,alexander,2793,Male,1993
17,christian,2768,Male,1993
18,jacob,2753,Male,1993
19,juan,2651,Male,1993
20,robert,2622,Male,1993
21,luis,2522,Male,1993
22,tyler,2460,Male,1993
23,john,2405,Male,1993
24,james,2349,Male,1993
25,eric,2194,Male,1993
1,michael,6488,Male,1992
2,daniel,5303,Male,1992
3,christopher,5102,Male,1992
4,jose,4980,Male,1992
5,david,4748,Male,1992
6,andrew,4112,Male,1992
7,matthew,4008,Male,1992
8,anthony,3949,Male,1992
9,jonathan,3817,Male,1992
10,joshua,3725,Male,1992
11,kevin,3489,Male,1992
12,joseph,3179,Male,1992
13,ryan,3120,Male,1992
14,brandon,3108,Male,1992
15,nicholas,3053,Male,1992
16,juan,2838,Male,1992
17,robert,2824,Male,1992
18,alexander,2811,Male,1992
19,christian,2809,Male,1992
20,james,2685,Male,1992
21,john,2567,Male,1992
22,jacob,2500,Male,1992
23,eric,2496,Male,1992
23,tyler,2496,Male,1992
25,luis,2432,Male,1992
1,michael,7456,Male,1991
2,christopher,5672,Male,1991
3,daniel,5412,Male,1991
4,jose,4986,Male,1991
5,david,4779,Male,1991
6,matthew,4414,Male,1991
7,andrew,4247,Male,1991
8,joshua,4222,Male,1991
9,anthony,4110,Male,1991
10,jonathan,4051,Male,1991
11,kevin,3526,Male,1991
12,joseph,3513,Male,1991
13,ryan,3281,Male,1991
14,robert,3190,Male,1991
15,nicholas,3188,Male,1991
16,james,2952,Male,1991
17,juan,2777,Male,1991
18,brandon,2736,Male,1991
19,eric,2732,Male,1991
20,alexander,2722,Male,1991
21,john,2668,Male,1991
22,justin,2575,Male,1991
23,kyle,2508,Male,1991
24,jacob,2413,Male,1991
25,steven,2404,Male,1991
1,michael,8093,Male,1990
2,christopher,6537,Male,1990
3,daniel,5692,Male,1990
4,david,5257,Male,1990
5,jose,4903,Male,1990
6,matthew,4805,Male,1990
7,andrew,4481,Male,1990
8,joshua,4223,Male,1990
9,jonathan,4040,Male,1990
10,anthony,3908,Male,1990
11,ryan,3615,Male,1990
12,robert,3561,Male,1990
13,joseph,3534,Male,1990
14,nicholas,3457,Male,1990
15,kevin,3262,Male,1990
16,james,3071,Male,1990
17,justin,2988,Male,1990
18,eric,2978,Male,1990
19,john,2878,Male,1990
20,juan,2737,Male,1990
21,kyle,2633,Male,1990
22,steven,2630,Male,1990
23,alexander,2536,Male,1990
24,brian,2325,Male,1990
25,luis,2268,Male,1990
1,michael,7783,Male,1989
2,christopher,6417,Male,1989
3,daniel,5511,Male,1989
4,david,5290,Male,1989
5,matthew,4664,Male,1989
6,andrew,4360,Male,1989
7,joshua,4216,Male,1989
8,jose,4122,Male,1989
9,anthony,3705,Male,1989
10,robert,3699,Male,1989
11,jonathan,3562,Male,1989
12,ryan,3506,Male,1989
13,joseph,3357,Male,1989
14,nicholas,3244,Male,1989
15,kevin,3107,Male,1989
16,james,3054,Male,1989
17,justin,2980,Male,1989
18,john,2956,Male,1989
19,eric,2644,Male,1989
20,steven,2476,Male,1989
21,kyle,2369,Male,1989
22,alexander,2304,Male,1989
23,brian,2297,Male,1989
24,richard,2237,Male,1989
25,william,2204,Male,1989
1,michael,7815,Male,1988
2,christopher,6504,Male,1988
3,daniel,5397,Male,1988
4,david,5160,Male,1988
5,matthew,4858,Male,1988
6,andrew,4563,Male,1988
7,joshua,3985,Male,1988
8,robert,3641,Male,1988
9,anthony,3581,Male,1988
10,jose,3538,Male,1988
11,jonathan,3507,Male,1988
12,ryan,3381,Male,1988
13,justin,3301,Male,1988
14,joseph,3284,Male,1988
15,james,3112,Male,1988
16,nicholas,3099,Male,1988
17,john,2940,Male,1988
18,kevin,2876,Male,1988
19,eric,2640,Male,1988
20,brian,2586,Male,1988
21,steven,2478,Male,1988
22,brandon,2355,Male,1988
23,alexander,2266,Male,1988
24,kyle,2230,Male,1988
25,richard,2160,Male,1988
1,michael,7448,Male,1987
2,christopher,6564,Male,1987
3,daniel,5400,Male,1987
4,david,5312,Male,1987
5,matthew,4684,Male,1987
6,andrew,4366,Male,1987
7,joshua,3760,Male,1987
8,robert,3566,Male,1987
9,ryan,3444,Male,1987
10,anthony,3424,Male,1987
11,jose,3284,Male,1987
12,joseph,3147,Male,1987
13,jonathan,3114,Male,1987
14,john,2997,Male,1987
15,james,2965,Male,1987
16,justin,2947,Male,1987
17,kevin,2759,Male,1987
18,eric,2726,Male,1987
19,nicholas,2700,Male,1987
20,brian,2460,Male,1987
21,jason,2431,Male,1987
22,steven,2372,Male,1987
23,brandon,2313,Male,1987
24,kyle,2228,Male,1987
25,richard,2141,Male,1987
1,michael,7278,Male,1986
2,christopher,6503,Male,1986
3,daniel,5398,Male,1986
4,david,5253,Male,1986
5,matthew,4664,Male,1986
6,andrew,3990,Male,1986
7,robert,3711,Male,1986
8,ryan,3502,Male,1986
9,joshua,3435,Male,1986
10,anthony,3108,Male,1986
11,james,3069,Male,1986
12,jose,3017,Male,1986
12,joseph,3017,Male,1986
14,jonathan,2930,Male,1986
15,john,2860,Male,1986
16,nicholas,2685,Male,1986
17,jason,2633,Male,1986
18,brandon,2524,Male,1986
19,eric,2464,Male,1986
20,steven,2437,Male,1986
21,kevin,2381,Male,1986
22,justin,2296,Male,1986
23,brian,2283,Male,1986
24,richard,2129,Male,1986
25,kyle,2095,Male,1986
1,michael,7261,Male,1985
2,christopher,6774,Male,1985
3,daniel,5443,Male,1985
4,david,5240,Male,1985
5,matthew,4491,Male,1985
6,robert,3694,Male,1985
7,joshua,3673,Male,1985
8,ryan,3566,Male,1985
9,andrew,3421,Male,1985
10,james,3228,Male,1985
11,anthony,3094,Male,1985
12,jose,3068,Male,1985
13,joseph,3054,Male,1985
14,john,3008,Male,1985
15,jonathan,2920,Male,1985
16,brandon,2703,Male,1985
17,jason,2696,Male,1985
18,nicholas,2654,Male,1985
19,brian,2557,Male,1985
20,eric,2501,Male,1985
21,steven,2500,Male,1985
22,justin,2245,Male,1985
23,richard,2227,Male,1985
24,kevin,2221,Male,1985
25,william,2073,Male,1985
1,michael,7482,Male,1984
2,christopher,6536,Male,1984
3,david,5100,Male,1984
4,daniel,5020,Male,1984
5,matthew,4683,Male,1984
6,robert,3534,Male,1984
7,joshua,3406,Male,1984
8,ryan,3403,Male,1984
9,james,3145,Male,1984
10,john,3075,Male,1984
11,joseph,3027,Male,1984
12,jason,2966,Male,1984
13,anthony,2839,Male,1984
14,jose,2822,Male,1984
15,andrew,2751,Male,1984
16,brian,2725,Male,1984
17,jonathan,2584,Male,1984
18,nicholas,2478,Male,1984
19,justin,2378,Male,1984
20,brandon,2367,Male,1984
21,eric,2334,Male,1984
22,steven,2284,Male,1984
23,richard,2165,Male,1984
24,adam,2064,Male,1984
25,william,1992,Male,1984
1,michael,7424,Male,1983
2,christopher,6374,Male,1983
