Rank,Name,Count,Gender,Year
2,olivia,476,Female,2020
3,charlotte,460,Female,2020
4,mia,420,Female,2020
5,isla,420,Female,2020
6,ava,391,Female,2020
7,chloe,375,Female,2020
8,grace,323,Female,2020
9,sophia,302,Female,2020
10,zoe,301,Female,2020
11,harper,293,Female,2020
11,ivy,291,Female,2020
13,isabella,289,Female,2020
14,ella,289,Female,2020
15,sophie,276,Female,2020
16,sienna,273,Female,2020
17,matilda,270,Female,2020
18,willow,266,Female,2020
19,lily,247,Female,2020
20,evelyn,245,Female,2020
21,mila,244,Female,2020
22,ruby,242,Female,2020
23,evie,240,Female,2020
24,layla,220,Female,2020
25,audrey,210,Female,2020
26,emily,209,Female,2020
27,lucy,206,Female,2020
28,aria,205,Female,2020
29,hannah,201,Female,2020
30,hazel,200,Female,2020
31,georgia,195,Female,2020
32,zara,192,Female,2020
33,sofia,190,Female,2020
34,scarlett,179,Female,2020
35,ellie,171,Female,2020
36,emma,170,Female,2020
37,frankie,166,Female,2020
38,abigail,164,Female,2020
39,isabelle,164,Female,2020
39,florence,157,Female,2020
41,eva,151,Female,2020
42,violet,151,Female,2020
42,emilia,150,Female,2020
44,elsie,141,Female,2020
45,eleanor,140,Female,2020
46,aurora,139,Female,2020
47,penelope,137,Female,2020
47,jasmine,136,Female,2020
49,poppy,135,Female,2020
50,alice,133,Female,2020
50,freya,132,Female,2020
50,maya,131,Female,2020
53,bonnie,131,Female,2020
54,stella,127,Female,2020
55,luna,124,Female,2020
56,ayla,123,Female,2020
57,billie,121,Female,2020
58,elizabeth,119,Female,2020
59,mackenzie,118,Female,2020
60,lola,114,Female,2020
61,eloise,113,Female,2020
62,harriet,112,Female,2020
63,savannah,112,Female,2020
63,aaliyah,111,Female,2020
65,rose,111,Female,2020
66,piper,110,Female,2020
67,daisy,108,Female,2020
67,lara,106,Female,2020
67,millie,106,Female,2020
70,hallie,105,Female,2020
70,elena,103,Female,2020
72,ariana,101,Female,2020
73,sarah,101,Female,2020
74,sadie,101,Female,2020
74,anna,100,Female,2020
74,remi,99,Female,2020
74,phoebe,97,Female,2020
78,olive,96,Female,2020
79,imogen,95,Female,2020
79,eliana,94,Female,2020
81,harlow,90,Female,2020
82,annabelle,89,Female,2020
83,molly,89,Female,2020
83,bella,88,Female,2020
85,addison,86,Female,2020
86,summer,84,Female,2020
87,clara,82,Female,2020
87,claire,81,Female,2020
87,eliza,81,Female,2020
87,maddison,80,Female,2020
91,gabriella,80,Female,2020
91,zoey,79,Female,2020
93,delilah,79,Female,2020
94,isabel,77,Female,2020
94,charlie,76,Female,2020
96,eden,76,Female,2020
97,adeline,76,Female,2020
97,maeve,76,Female,2020
97,chelsea,74,Female,2020
97,maryam,74,Female,2020
1,charlotte,504,Female,2019
2,olivia,483,Female,2019
3,amelia,467,Female,2019
4,mia,465,Female,2019
5,isla,408,Female,2019
6,ava,392,Female,2019
7,chloe,353,Female,2019
8,grace,323,Female,2019
9,sophia,319,Female,2019
10,ella,310,Female,2019
11,isabella,302,Female,2019
12,zoe,299,Female,2019
13,willow,295,Female,2019
14,harper,295,Female,2019
15,sophie,270,Female,2019
16,matilda,270,Female,2019
17,evelyn,263,Female,2019
18,ruby,259,Female,2019
19,ivy,258,Female,2019
20,evie,248,Female,2019
21,lily,243,Female,2019
22,sienna,241,Female,2019
23,emily,238,Female,2019
24,aria,237,Female,2019
25,mila,232,Female,2019
26,audrey,218,Female,2019
27,abigail,209,Female,2019
28,georgia,208,Female,2019
29,lucy,204,Female,2019
30,zara,198,Female,2019
31,scarlett,188,Female,2019
32,eva,186,Female,2019
33,hannah,183,Female,2019
34,ellie,181,Female,2019
35,sofia,179,Female,2019
36,layla,172,Female,2019
37,frankie,169,Female,2019
38,hazel,166,Female,2019
39,alice,156,Female,2019
40,emma,155,Female,2019
41,isabelle,154,Female,2019
42,luna,149,Female,2019
43,emilia,149,Female,2019
44,elsie,142,Female,2019
45,violet,139,Female,2019
46,eleanor,138,Female,2019
47,elizabeth,136,Female,2019
48,penelope,131,Female,2019
49,freya,131,Female,2019
50,florence,129,Female,2019
51,maya,126,Female,2019
52,aurora,125,Female,2019
53,stella,121,Female,2019
54,mackenzie,120,Female,2019
55,poppy,116,Female,2019
56,elena,112,Female,2019
57,jasmine,111,Female,2019
58,phoebe,110,Female,2019
59,billie,110,Female,2019
60,ariana,109,Female,2019
61,annabelle,109,Female,2019
62,daisy,106,Female,2019
63,claire,105,Female,2019
64,ayla,105,Female,2019
65,sarah,103,Female,2019
66,piper,103,Female,2019
67,harriet,103,Female,2019
68,lara,102,Female,2019
69,bella,101,Female,2019
70,anna,99,Female,2019
71,savannah,95,Female,2019
72,summer,94,Female,2019
73,rose,94,Female,2019
74,imogen,94,Female,2019
75,alyssa,93,Female,2019
76,olive,91,Female,2019
77,charlie,91,Female,2019
78,sadie,90,Female,2019
79,bonnie,90,Female,2019
80,aaliyah,90,Female,2019
81,eloise,87,Female,2019
82,riley,86,Female,2019
83,leah,86,Female,2019
84,victoria,85,Female,2019
85,valentina,84,Female,2019
86,maddison,84,Female,2019
87,lola,84,Female,2019
88,indiana,83,Female,2019
89,eden,81,Female,2019
90,isabel,80,Female,2019
91,rosie,79,Female,2019
92,millie,76,Female,2019
93,clara,76,Female,2019
94,alexis,76,Female,2019
95,quinn,74,Female,2019
96,gabriella,74,Female,2019
97,peyton,72,Female,2019
98,madeline,72,Female,2019
99,heidi,72,Female,2019
100,chelsea,72,Female,2019
1,charlotte,530,Female,2018
2,amelia,488,Female,2018
3,olivia,474,Female,2018
4,mia,471,Female,2018
5,ava,430,Female,2018
6,isla,372,Female,2018
7,grace,361,Female,2018
8,chloe,358,Female,2018
9,harper,325,Female,2018
10,emily,317,Female,2018
11,sophia,308,Female,2018
12,isabella,300,Female,2018
13,willow,299,Female,2018
14,zoe,297,Female,2018
15,ivy,295,Female,2018
16,ruby,276,Female,2018
17,ella,270,Female,2018
18,evelyn,263,Female,2018
19,evie,262,Female,2018
20,sophie,261,Female,2018
21,matilda,251,Female,2018
22,aria,246,Female,2018
23,lily,237,Female,2018
24,georgia,236,Female,2018
25,lucy,230,Female,2018
26,sienna,228,Female,2018
27,mila,226,Female,2018
28,audrey,217,Female,2018
29,hannah,212,Female,2018
30,scarlett,203,Female,2018
31,emma,202,Female,2018
32,zara,201,Female,2018
33,abigail,187,Female,2018
34,layla,185,Female,2018
35,eva,180,Female,2018
36,isabelle,175,Female,2018
37,alice,161,Female,2018
38,emilia,159,Female,2018
39,violet,155,Female,2018
40,hazel,154,Female,2018
41,sofia,154,Female,2018
42,stella,146,Female,2018
43,ellie,143,Female,2018
44,frankie,141,Female,2018
45,aurora,140,Female,2018
46,eleanor,140,Female,2018
47,penelope,138,Female,2018
48,florence,135,Female,2018
49,annabelle,134,Female,2018
50,maya,130,Female,2018
51,elizabeth,124,Female,2018
52,rose,123,Female,2018
53,luna,122,Female,2018
54,ariana,119,Female,2018
55,piper,117,Female,2018
56,freya,116,Female,2018
57,savannah,116,Female,2018
58,phoebe,115,Female,2018
59,ayla,113,Female,2018
60,daisy,110,Female,2018
61,poppy,108,Female,2018
62,sarah,107,Female,2018
63,eloise,106,Female,2018
64,jasmine,104,Female,2018
65,elsie,102,Female,2018
66,claire,101,Female,2018
67,victoria,98,Female,2018
68,elena,97,Female,2018
69,lara,97,Female,2018
70,imogen,94,Female,2018
71,mackenzie,94,Female,2018
72,maddison,93,Female,2018
73,aaliyah,91,Female,2018
74,harriet,90,Female,2018
75,billie,88,Female,2018
76,chelsea,88,Female,2018
77,olive,88,Female,2018
78,eliza,87,Female,2018
79,indiana,87,Female,2018
80,lola,87,Female,2018
81,thea,87,Female,2018
82,alyssa,84,Female,2018
83,summer,84,Female,2018
84,clara,83,Female,2018
85,eden,82,Female,2018
86,anna,81,Female,2018
87,bella,81,Female,2018
88,madeleine,80,Female,2018
89,madison,79,Female,2018
90,adeline,77,Female,2018
91,maryam,77,Female,2018
92,addison,76,Female,2018
93,gabriella,76,Female,2018
94,alexis,75,Female,2018
95,charlie,74,Female,2018
96,hayley,73,Female,2018
97,bonnie,71,Female,2018
98,harlow,71,Female,2018
99,kiara,71,Female,2018
100,quinn,70,Female,2018
1,charlotte,577,Female,2017
2,olivia,550,Female,2017
3,ava,464,Female,2017
4,amelia,442,Female,2017
5,mia,418,Female,2017
6,isla,392,Female,2017
7,chloe,378,Female,2017
8,grace,353,Female,2017
9,ella,351,Female,2017
10,zoe,339,Female,2017
11,isabella,334,Female,2017
12,harper,308,Female,2017
13,sophie,299,Female,2017
14,emily,293,Female,2017
15,sophia,288,Female,2017
16,ruby,287,Female,2017
17,evelyn,284,Female,2017
18,ivy,282,Female,2017
19,evie,280,Female,2017
20,sienna,273,Female,2017
21,willow,272,Female,2017
22,lily,258,Female,2017
23,aria,248,Female,2017
24,emma,248,Female,2017
25,matilda,238,Female,2017
26,georgia,229,Female,2017
27,audrey,224,Female,2017
28,hannah,213,Female,2017
29,isabelle,207,Female,2017
30,zara,207,Female,2017
31,mila,203,Female,2017
32,scarlett,203,Female,2017
33,eva,198,Female,2017
34,lucy,198,Female,2017
35,abigail,194,Female,2017
36,layla,185,Female,2017
37,alice,160,Female,2017
38,sofia,157,Female,2017
39,annabelle,150,Female,2017
40,maya,142,Female,2017
41,violet,141,Female,2017
42,phoebe,132,Female,2017
43,elizabeth,131,Female,2017
44,ellie,131,Female,2017
45,stella,127,Female,2017
46,sarah,120,Female,2017
47,aurora,119,Female,2017
48,anna,118,Female,2017
49,claire,118,Female,2017
50,piper,118,Female,2017
51,savannah,118,Female,2017
52,hazel,117,Female,2017
53,jasmine,116,Female,2017
54,mackenzie,114,Female,2017
55,penelope,114,Female,2017
56,emilia,112,Female,2017
57,poppy,112,Female,2017
58,florence,108,Female,2017
59,chelsea,107,Female,2017
60,eleanor,107,Female,2017
61,summer,106,Female,2017
62,frankie,105,Female,2017
63,imogen,105,Female,2017
64,harriet,104,Female,2017
65,aaliyah,101,Female,2017
66,alexis,101,Female,2017
67,elsie,101,Female,2017
68,maddison,101,Female,2017
69,ariana,100,Female,2017
70,eloise,100,Female,2017
71,luna,100,Female,2017
72,lara,98,Female,2017
73,bella,96,Female,2017
74,daisy,95,Female,2017
75,rose,95,Female,2017
76,indiana,93,Female,2017
77,lola,92,Female,2017
78,addison,91,Female,2017
79,madeleine,91,Female,2017
80,bonnie,90,Female,2017
81,elena,89,Female,2017
82,madison,88,Female,2017
83,ayla,87,Female,2017
84,eden,87,Female,2017
85,maryam,86,Female,2017
86,lillian,83,Female,2017
87,olive,83,Female,2017
88,billie,81,Female,2017
89,lilly,81,Female,2017
90,freya,79,Female,2017
91,alyssa,78,Female,2017
92,eliza,77,Female,2017
93,isabel,77,Female,2017
94,zahra,77,Female,2017
95,victoria,76,Female,2017
96,jessica,75,Female,2017
97,harlow,74,Female,2017
98,millie,73,Female,2017
99,mariam,72,Female,2017
100,eliana,71,Female,2017
1,olivia,652,Female,2016
2,charlotte,589,Female,2016
3,amelia,497,Female,2016
4,ava,482,Female,2016
5,mia,454,Female,2016
6,chloe,440,Female,2016
7,emily,397,Female,2016
8,grace,361,Female,2016
9,isla,360,Female,2016
10,ruby,353,Female,2016
11,isabella,345,Female,2016
12,zoe,341,Female,2016
13,sophia,337,Female,2016
14,evie,332,Female,2016
15,ivy,330,Female,2016
16,sophie,325,Female,2016
17,ella,322,Female,2016
18,evelyn,309,Female,2016
19,harper,293,Female,2016
20,sienna,288,Female,2016
21,matilda,281,Female,2016
22,scarlett,281,Female,2016
23,zara,262,Female,2016
24,lily,257,Female,2016
25,georgia,253,Female,2016
26,eva,239,Female,2016
27,emma,233,Female,2016
28,hannah,230,Female,2016
29,lucy,220,Female,2016
30,layla,217,Female,2016
31,willow,213,Female,2016
32,abigail,210,Female,2016
33,aria,207,Female,2016
34,audrey,200,Female,2016
35,isabelle,200,Female,2016
36,annabelle,172,Female,2016
37,sofia,169,Female,2016
38,alice,168,Female,2016
39,mila,166,Female,2016
40,ellie,158,Female,2016
41,stella,156,Female,2016
42,jasmine,149,Female,2016
43,savannah,148,Female,2016
44,violet,146,Female,2016
45,maddison,144,Female,2016
46,eleanor,135,Female,2016
47,elizabeth,135,Female,2016
48,emilia,133,Female,2016
49,imogen,133,Female,2016
50,maya,131,Female,2016
51,piper,128,Female,2016
52,penelope,124,Female,2016
53,mackenzie,122,Female,2016
54,rose,118,Female,2016
55,sarah,118,Female,2016
56,anna,117,Female,2016
57,ariana,117,Female,2016
58,phoebe,117,Female,2016
59,frankie,116,Female,2016
60,poppy,116,Female,2016
61,claire,114,Female,2016
62,alexis,113,Female,2016
63,bella,112,Female,2016
64,chelsea,108,Female,2016
65,hazel,108,Female,2016
66,madeleine,107,Female,2016
67,indiana,104,Female,2016
68,addison,101,Female,2016
69,madison,101,Female,2016
70,elsie,100,Female,2016
71,lara,100,Female,2016
72,jessica,98,Female,2016
73,aaliyah,96,Female,2016
74,summer,96,Female,2016
75,alyssa,95,Female,2016
76,billie,95,Female,2016
77,eloise,95,Female,2016
78,eden,93,Female,2016
79,aisha,92,Female,2016
80,aurora,92,Female,2016
81,harriet,92,Female,2016
82,florence,89,Female,2016
83,victoria,89,Female,2016
84,daisy,88,Female,2016
85,lola,85,Female,2016
86,madeline,83,Female,2016
87,ayla,81,Female,2016
88,isabel,81,Female,2016
89,hayley,80,Female,2016
90,heidi,80,Female,2016
91,thea,79,Female,2016
92,olive,78,Female,2016
93,paige,78,Female,2016
94,bonnie,77,Female,2016
95,lilly,76,Female,2016
96,molly,76,Female,2016
97,josephine,75,Female,2016
98,eve,73,Female,2016
99,freya,73,Female,2016
100,amelie,72,Female,2016
1,charlotte,630,Female,2015
2,olivia,603,Female,2015
3,mia,516,Female,2015
4,amelia,475,Female,2015
5,ava,474,Female,2015
6,chloe,466,Female,2015
7,emily,427,Female,2015
8,zoe,368,Female,2015
9,grace,365,Female,2015
10,sophia,363,Female,2015
11,isabella,347,Female,2015
12,sophie,339,Female,2015
13,ruby,331,Female,2015
14,isla,323,Female,2015
15,ella,322,Female,2015
16,ivy,322,Female,2015
17,evie,319,Female,2015
18,sienna,297,Female,2015
19,harper,282,Female,2015
20,matilda,281,Female,2015
21,scarlett,277,Female,2015
22,evelyn,266,Female,2015
23,lily,254,Female,2015
24,emma,244,Female,2015
25,georgia,244,Female,2015
26,eva,240,Female,2015
27,lucy,229,Female,2015
28,hannah,225,Female,2015
29,zara,224,Female,2015
30,isabelle,216,Female,2015
31,willow,212,Female,2015
32,audrey,199,Female,2015
33,abigail,198,Female,2015
34,aria,195,Female,2015
35,sofia,180,Female,2015
36,layla,178,Female,2015
37,annabelle,176,Female,2015
38,violet,166,Female,2015
39,mila,161,Female,2015
40,imogen,154,Female,2015
41,sarah,153,Female,2015
42,piper,151,Female,2015
43,stella,149,Female,2015
44,savannah,140,Female,2015
45,ellie,132,Female,2015
46,maddison,131,Female,2015
47,alice,130,Female,2015
48,elizabeth,130,Female,2015
49,jessica,130,Female,2015
50,ariana,129,Female,2015
51,mackenzie,127,Female,2015
52,jasmine,124,Female,2015
53,victoria,122,Female,2015
54,alexis,121,Female,2015
55,maya,120,Female,2015
56,claire,118,Female,2015
57,madison,118,Female,2015
58,phoebe,118,Female,2015
59,chelsea,115,Female,2015
60,eleanor,115,Female,2015
61,alyssa,112,Female,2015
62,summer,110,Female,2015
63,indiana,109,Female,2015
64,eden,107,Female,2015
65,anna,105,Female,2015
66,hazel,103,Female,2015
67,lara,103,Female,2015
68,addison,102,Female,2015
69,isabel,98,Female,2015
70,madeleine,97,Female,2015
71,penelope,96,Female,2015
72,elsie,95,Female,2015
73,frankie,95,Female,2015
74,poppy,95,Female,2015
75,bella,94,Female,2015
76,eloise,94,Female,2015
77,lilly,94,Female,2015
78,molly,92,Female,2015
79,aisha,91,Female,2015
80,aurora,91,Female,2015
81,emilia,91,Female,2015
82,rose,90,Female,2015
83,ayla,89,Female,2015
84,harriet,86,Female,2015
85,leah,86,Female,2015
86,lola,86,Female,2015
87,aaliyah,85,Female,2015
88,daisy,83,Female,2015
89,alexandra,82,Female,2015
90,eliza,82,Female,2015
91,olive,81,Female,2015
92,lillian,80,Female,2015
93,maryam,80,Female,2015
94,eve,79,Female,2015
95,paige,77,Female,2015
96,billie,76,Female,2015
97,charlie,76,Female,2015
98,holly,76,Female,2015
99,gabriella,75,Female,2015
100,mariam,75,Female,2015
1,olivia,639,Female,2014
2,mia,539,Female,2014
3,charlotte,524,Female,2014
4,amelia,498,Female,2014
5,ava,495,Female,2014
6,emily,443,Female,2014
7,chloe,431,Female,2014
8,ruby,423,Female,2014
9,isabella,406,Female,2014
10,sophie,397,Female,2014
11,grace,382,Female,2014
12,ella,376,Female,2014
13,isla,341,Female,2014
14,sophia,340,Female,2014
15,sienna,322,Female,2014
16,zoe,319,Female,2014
17,ivy,314,Female,2014
18,evie,300,Female,2014
19,scarlett,290,Female,2014
20,emma,285,Female,2014
21,lily,284,Female,2014
22,matilda,267,Female,2014
23,hannah,255,Female,2014
24,harper,251,Female,2014
25,zara,240,Female,2014
26,georgia,228,Female,2014
27,lucy,223,Female,2014
28,layla,216,Female,2014
29,annabelle,211,Female,2014
30,abigail,208,Female,2014
31,evelyn,203,Female,2014
32,eva,199,Female,2014
33,isabelle,195,Female,2014
34,jasmine,195,Female,2014
35,willow,191,Female,2014
36,maddison,171,Female,2014
37,audrey,170,Female,2014
38,sofia,170,Female,2014
39,imogen,164,Female,2014
40,jessica,164,Female,2014
41,mila,162,Female,2014
42,aria,160,Female,2014
43,maya,159,Female,2014
44,sarah,155,Female,2014
45,savannah,154,Female,2014
46,alexis,152,Female,2014
47,stella,146,Female,2014
48,alice,145,Female,2014
49,violet,143,Female,2014
50,elizabeth,135,Female,2014
51,ellie,134,Female,2014
52,poppy,134,Female,2014
53,chelsea,125,Female,2014
54,mackenzie,123,Female,2014
55,summer,123,Female,2014
56,bella,121,Female,2014
57,claire,120,Female,2014
58,madison,120,Female,2014
59,anna,119,Female,2014
60,victoria,118,Female,2014
61,phoebe,116,Female,2014
62,piper,108,Female,2014
63,addison,107,Female,2014
64,eloise,107,Female,2014
65,indiana,107,Female,2014
66,lola,107,Female,2014
67,holly,106,Female,2014
68,lilly,105,Female,2014
69,aaliyah,104,Female,2014
70,alyssa,103,Female,2014
71,lara,103,Female,2014
72,ariana,99,Female,2014
73,eden,99,Female,2014
74,madeleine,99,Female,2014
75,rose,99,Female,2014
76,paige,94,Female,2014
77,isabel,91,Female,2014
78,lillian,88,Female,2014
79,alexandra,87,Female,2014
80,hayley,86,Female,2014
81,eleanor,82,Female,2014
82,elise,82,Female,2014
83,emilia,82,Female,2014
84,lexi,78,Female,2014
85,madeline,78,Female,2014
86,molly,78,Female,2014
87,penelope,78,Female,2014
88,eliza,77,Female,2014
89,olive,77,Female,2014
90,hazel,75,Female,2014
91,amelie,74,Female,2014
92,elsie,74,Female,2014
93,natalie,74,Female,2014
94,charlie,72,Female,2014
95,harriet,72,Female,2014
96,jade,72,Female,2014
97,ayla,69,Female,2014
98,bonnie,68,Female,2014
99,aisha,67,Female,2014
100,aurora,67,Female,2014
1,charlotte,615,Female,2013
2,olivia,558,Female,2013
3,amelia,547,Female,2013
4,chloe,524,Female,2013
5,mia,518,Female,2013
6,emily,503,Female,2013
7,isabella,485,Female,2013
8,ava,480,Female,2013
9,sophie,454,Female,2013
10,ruby,410,Female,2013
11,sophia,404,Female,2013
12,grace,374,Female,2013
13,sienna,373,Female,2013
14,ella,372,Female,2013
15,zoe,312,Female,2013
16,ivy,307,Female,2013
17,lily,305,Female,2013
18,matilda,297,Female,2013
19,isla,295,Female,2013
20,emma,286,Female,2013
21,evie,248,Female,2013
22,hannah,248,Female,2013
23,scarlett,238,Female,2013
24,lucy,235,Female,2013
25,harper,234,Female,2013
26,eva,226,Female,2013
27,abigail,217,Female,2013
28,zara,216,Female,2013
29,layla,209,Female,2013
30,isabelle,196,Female,2013
31,georgia,194,Female,2013
32,sofia,194,Female,2013
33,imogen,181,Female,2013
34,annabelle,180,Female,2013
35,willow,180,Female,2013
36,sarah,178,Female,2013
37,savannah,177,Female,2013
38,maddison,172,Female,2013
39,jasmine,171,Female,2013
40,jessica,165,Female,2013
41,audrey,158,Female,2013
42,madison,150,Female,2013
43,elizabeth,147,Female,2013
44,evelyn,144,Female,2013
45,stella,143,Female,2013
46,alexis,139,Female,2013
47,chelsea,137,Female,2013
48,mackenzie,136,Female,2013
49,alice,132,Female,2013
50,ellie,132,Female,2013
51,mila,126,Female,2013
52,bella,124,Female,2013
53,lara,124,Female,2013
54,summer,123,Female,2013
55,victoria,122,Female,2013
56,poppy,119,Female,2013
57,addison,118,Female,2013
58,violet,117,Female,2013
59,lilly,115,Female,2013
60,claire,112,Female,2013
61,phoebe,110,Female,2013
62,anna,108,Female,2013
63,maya,107,Female,2013
64,alyssa,106,Female,2013
65,lola,106,Female,2013
66,madeleine,104,Female,2013
67,indiana,103,Female,2013
68,alexandra,102,Female,2013
69,aria,102,Female,2013
70,eliza,102,Female,2013
71,aaliyah,101,Female,2013
72,eloise,101,Female,2013
73,holly,101,Female,2013
74,eden,100,Female,2013
75,piper,96,Female,2013
76,molly,95,Female,2013
77,rose,94,Female,2013
78,caitlin,90,Female,2013
79,elsie,88,Female,2013
80,isabel,88,Female,2013
81,penelope,85,Female,2013
82,mikayla,83,Female,2013
83,paige,83,Female,2013
84,samantha,83,Female,2013
85,hayley,82,Female,2013
86,amelie,80,Female,2013
87,lillian,78,Female,2013
88,olive,76,Female,2013
89,ariana,74,Female,2013
90,emilia,74,Female,2013
91,skye,74,Female,2013
92,ayla,72,Female,2013
93,gabriella,72,Female,2013
94,daisy,70,Female,2013
95,eve,70,Female,2013
96,harriet,70,Female,2013
97,leah,70,Female,2013
98,lexi,70,Female,2013
99,jade,69,Female,2013
100,josephine,69,Female,2013
1,charlotte,567,Female,2012
2,ruby,549,Female,2012
3,emily,547,Female,2012
4,olivia,544,Female,2012
5,chloe,536,Female,2012
6,mia,519,Female,2012
7,amelia,517,Female,2012
8,sophie,503,Female,2012
9,isabella,497,Female,2012
10,ava,465,Female,2012
11,sienna,425,Female,2012
12,grace,421,Female,2012
13,sophia,415,Female,2012
14,ella,397,Female,2012
15,lily,368,Female,2012
16,zoe,339,Female,2012
17,emma,324,Female,2012
18,matilda,271,Female,2012
19,hannah,269,Female,2012
20,lucy,254,Female,2012
21,isla,239,Female,2012
22,ivy,238,Female,2012
23,scarlett,235,Female,2012
24,jessica,225,Female,2012
25,evie,211,Female,2012
26,eva,208,Female,2012
27,zara,208,Female,2012
28,georgia,204,Female,2012
29,layla,202,Female,2012
30,abigail,195,Female,2012
31,jasmine,195,Female,2012
32,isabelle,194,Female,2012
33,sarah,193,Female,2012
34,chelsea,181,Female,2012
35,sofia,180,Female,2012
36,audrey,176,Female,2012
37,harper,164,Female,2012
38,alexis,162,Female,2012
39,annabelle,160,Female,2012
40,elizabeth,160,Female,2012
41,savannah,158,Female,2012
42,madison,156,Female,2012
43,maddison,153,Female,2012
44,willow,153,Female,2012
45,summer,146,Female,2012
46,claire,145,Female,2012
47,lilly,143,Female,2012
48,alice,141,Female,2012
49,bella,140,Female,2012
50,maya,137,Female,2012
51,hayley,135,Female,2012
52,holly,132,Female,2012
53,stella,132,Female,2012
54,rose,126,Female,2012
55,addison,125,Female,2012
56,alyssa,125,Female,2012
57,imogen,124,Female,2012
58,mila,124,Female,2012
59,phoebe,123,Female,2012
60,mackenzie,122,Female,2012
61,molly,120,Female,2012
62,piper,116,Female,2012
63,lara,115,Female,2012
64,violet,113,Female,2012
65,aaliyah,111,Female,2012
66,evelyn,111,Female,2012
67,madeleine,107,Female,2012
68,ellie,106,Female,2012
69,victoria,104,Female,2012
70,gabriella,103,Female,2012
71,anna,100,Female,2012
72,indiana,99,Female,2012
73,eliza,98,Female,2012
74,poppy,98,Female,2012
75,eden,96,Female,2012
76,mikayla,96,Female,2012
77,tahlia,94,Female,2012
78,leah,92,Female,2012
79,eloise,91,Female,2012
80,isabel,91,Female,2012
81,paige,90,Female,2012
82,amelie,89,Female,2012
83,kayla,89,Female,2012
84,eve,88,Female,2012
85,alexandra,85,Female,2012
86,aria,85,Female,2012
87,lola,84,Female,2012
88,heidi,83,Female,2012
89,jade,83,Female,2012
90,amy,81,Female,2012
91,samantha,81,Female,2012
92,caitlin,78,Female,2012
93,angelina,77,Female,2012
94,charlie,77,Female,2012
95,mariam,77,Female,2012
96,elise,76,Female,2012
97,lauren,75,Female,2012
98,milla,75,Female,2012
99,skye,72,Female,2012
100,annabel,71,Female,2012
1,chloe,613,Female,2011
2,ruby,589,Female,2011
3,isabella,560,Female,2011
4,olivia,559,Female,2011
5,mia,531,Female,2011
6,sophie,519,Female,2011
7,charlotte,518,Female,2011
8,amelia,489,Female,2011
9,sienna,488,Female,2011
10,emily,473,Female,2011
11,ava,472,Female,2011
12,ella,457,Female,2011
